DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D3,2018,162986,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D3,2019,162240,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D3,2020,161211,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2000,68345,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2001,68052,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2002,67671,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2003,67497,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2004,67441,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2005,67369,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2006,67612,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2007,67632,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2008,67898,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2009,67991,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2010,68131,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2011,68321,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2012,68484,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2013,68610,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2014,68677,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2015,68832,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2016,69032,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2017,69027,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2018,68780,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2019,68437,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D5,2020,68158,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2000,194352,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2001,191768,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2002,189288,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2003,187777,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2004,186917,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2005,186443,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2006,185800,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2007,184935,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2008,184390,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2009,183963,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2010,183748,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2011,183488,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2012,183330,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2013,182844,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2014,182514,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2015,181748,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2016,180858,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2017,180207,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2018,179223,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2019,178522,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D7,2020,177161,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2000,86943,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2001,85736,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2002,84497,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2003,83477,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2004,82744,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2005,82214,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2006,81585,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2007,80738,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2008,80218,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2009,79690,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2010,79234,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2011,78703,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2012,77984,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2013,77435,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2014,76782,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2015,76119,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2016,75324,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2017,74803,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2018,73959,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2019,73061,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D8,2020,72306,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2000,369827,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2001,372639,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2002,375182,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2003,377045,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2004,378903,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2005,381792,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2006,384808,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2007,387320,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2008,390038,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2009,392652,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2010,395510,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2011,398335,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2012,401201,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2013,403920,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2014,406480,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2015,408536,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2016,410054,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2017,411150,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2018,411856,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2019,412161,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI1D9,2020,412830,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2000,25706,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2001,25776,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2002,26008,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2003,26257,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2004,26347,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2005,26530,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2006,26766,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2007,26923,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2008,27153,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2009,27456,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2010,27734,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2011,28007,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2012,28354,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2013,28501,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2014,28666,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2015,28916,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2016,28983,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2017,29214,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2018,29489,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2019,29789,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,FI200,2020,29884,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2001,11072049,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2002,11287847,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2003,11492437,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2004,11696330,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2005,11908577,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2006,12127122,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2007,12350769,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2008,12573836,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2009,12697164,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2010,12915158,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2011,13255685,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2012,13624240,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2013,13854740,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2014,14160467,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2015,14377018,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2016,14657434,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2017,14804116,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2018,15029231,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2019,15067724,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR100,2020,15519267,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2001,581859,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2002,602174,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2003,622118,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2004,642238,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2005,663058,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2006,684428,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2007,706315,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2008,728396,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2009,770772,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2010,783310,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2011,798109,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2012,829873,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2013,852321,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2014,874475,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2015,906732,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2016,937910,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2017,972875,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2018,1005463,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2019,1029927,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR211,2020,1055412,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2001,393584,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2002,394552,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2003,394958,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2004,395180,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2005,395504,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2006,395890,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2007,396270,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2008,396462,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2009,394644,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2010,395463,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2011,390428,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2012,399316,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2013,399708,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2014,398582,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2015,400280,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2016,402537,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2017,401701,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2018,406855,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2019,411528,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR212,2020,413903,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2001,324570,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2002,326206,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2003,327399,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2004,328461,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2005,329631,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2006,330871,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2007,332131,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2008,333256,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2009,336942,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2010,333179,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2011,332791,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2012,340199,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2013,341218,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2014,340559,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2015,343723,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2016,346973,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2017,351684,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2018,356050,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2019,360860,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR213,2020,361836,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2001,1070366,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2002,1078323,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2003,1084882,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2004,1091067,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2005,1097685,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2006,1104597,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2007,1111645,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2008,1118313,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2009,1130276,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2010,1140085,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2011,1152323,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2012,1154314,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2013,1160731,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2014,1162761,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2015,1189057,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2016,1186688,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2017,1196176,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2018,1204824,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2019,1226575,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR221,2020,1228620,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2001,456309,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2002,459618,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2003,462330,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2004,464881,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2005,467613,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2006,470469,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2007,473380,e
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2008,476128,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2009,474791,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2010,477735,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2011,490397,
ESTAT:DEMO_R_PJANAGGR3(1.0),28/09/23 23:00:00,A,NR,T,TOTAL,TR222,2012,486445,
